ID,Status,Transaction ID,Shipping,Total,CEP
703,Pending,22078,0.0,1116.0,57063-250
703,Pending,22080,0.0,1116.0,57063-250
706,Cancelled,5096,0.0,512.0,22793-670
707,Cancelled,5100,0.0,708.0,29065-490
707,Cancelled,6533,0.0,984.0,29065-490
707,Cancelled,6713,0.0,489.4,29065-490
707,Cancelled,13837,0.0,524.0,29065-490
707,Cancelled,13921,0.0,524.0,29065-490
708,Cancelled,5108,0.0,400.0,69915-443
708,Cancelled,5119,0.0,400.0,69915-443
709,Cancelled,41808,0.0,518.4,90520-580
710,Cancelled,5130,0.0,1448.5,24210-400
711,Cancelled,5149,0.0,64.0,74210-050
711,Cancelled,5151,0.0,117.8,74210-050
713,Cancelled,5160,82.71,381.51,38402-680
714,Cancelled,6919,56.29,344.29,16400-035
715,Pending,11109,0.0,1040.0,22776-070
716,Cancelled,31647,0.0,1104.0,28360-000
717,Cancelled,61931,39.9,216.3,78040-600
719,Cancelled,5195,28.09,126.09,04522-032
719,Cancelled,5196,0.0,1201.0,04522-032
719,Cancelled,5197,0.0,1201.0,04522-032
719,Cancelled,5198,0.0,1201.0,04522-032
719,Cancelled,5199,0.0,1201.0,04522-032
719,Cancelled,5200,0.0,1201.0,04522-032
719,Pending,37785,0.0,564.0,04522-032
720,Cancelled,5207,0.0,1704.0,88350-075
722,Cancelled,5224,0.0,1434.0,60170-020
728,Cancelled,5253,0.0,446.0,22790-587
731,Cancelled,5270,0.0,422.0,31310-380
731,Cancelled,5414,0.0,422.0,31310-380
733,Cancelled,5287,38.94,66.94,59056-050
734,Cancelled,5295,0.0,1760.0,01232-010
735,Cancelled,5311,73.38,337.38,07191-000
736,Cancelled,7181,0.0,614.4,13480-273
736,Cancelled,7182,0.0,583.68,13480-273
737,Cancelled,5328,0.0,1945.6,09541-520
740,Cancelled,5350,0.0,591.2,55297-800
743,Cancelled,5380,0.0,568.0,30360-430
747,Cancelled,5655,0.0,2308.0,22460-110
747,Cancelled,10040,0.0,2056.0,22460-110
748,Cancelled,5399,0.0,451.8,29702-020
749,Cancelled,5406,0.0,528.0,29042-262
750,Cancelled,5410,0.0,1944.0,64049-270
750,Cancelled,7948,0.0,1632.0,64049-270
751,Cancelled,5412,0.0,400.0,60170-185
751,Pending,21000,0.0,420.0,60170-185
752,Cancelled,20069,0.0,414.0,41613-100
752,Cancelled,39881,0.0,426.6,41613-100
752,Cancelled,40329,0.0,426.6,41613-100
753,Cancelled,5420,0.0,423.9,64019-356
753,Pending,21288,0.0,454.0,64019-356
753,Pending,22162,70.21,450.21,64019-356
753,Pending,22163,48.57,201.97,64019-356
754,Cancelled,5428,129.44,237.44,28360-000
758,Cancelled,5470,0.0,450.4,60810-160
758,Cancelled,8822,0.0,440.0,60810-160
760,Cancelled,5485,0.0,216.0,74175-080
760,Cancelled,44081,0.0,417.6,74175-080
761,Cancelled,5503,184.84,472.84,81810-150
763,Cancelled,5510,0.0,446.0,12281-540
764,Cancelled,5523,273.18,577.18,14160-140
765,Cancelled,5527,0.0,980.0,74015-020
767,Cancelled,5531,0.0,2500.0,78043-390
772,Cancelled,5550,30.19,268.19,04141-001
774,Cancelled,5564,33.79,151.79,58030-218
775,Cancelled,5566,0.0,454.4,56700-000
776,Cancelled,5570,0.0,449.7,30150-313
776,Cancelled,24947,0.0,1121.0,30150-313
776,Hold,66188,0.0,1276.2,30150-313
778,Cancelled,5584,93.11,272.31,04054-010
781,Cancelled,5630,0.0,410.0,30575-110
781,Cancelled,5631,0.0,410.0,30575-110
781,Cancelled,5632,0.0,410.0,30575-110
782,Cancelled,5636,0.0,450.0,38010-350
782,Cancelled,18117,0.0,836.0,38010-350
